quant,L1,L2,a1,a2,b1,b2
425,51.0244664004882,47.1440884433106,-0.832157322241289,3.73277917434289,5.67441544969007,5.14809114476306
426,51.0404785892733,47.1577993594746,-0.827493731588802,3.7377703763658,5.68233803152815,5.16050424714771
427,51.0591253822115,47.1768378926503,-0.818622788628487,3.74270751770006,5.69303831499156,5.17394480897953
428,51.0777547835296,47.1934803928929,-0.810286971052121,3.74706021030985,5.69957917004154,5.1859110743093
429,51.0939372974878,47.2102715938131,-0.799098797484299,3.75210805320392,5.7070001621099,5.19822739317346
430,51.1101118724771,47.2273906088324,-0.791423926936541,3.75760288303079,5.71736604934681,5.21098983045899
431,51.127719903483,47.2420926592101,-0.786236451477669,3.76193283705384,5.72613598035203,5.22271023042076
432,51.1485322043794,47.2587148294853,-0.780914191803261,3.76702328322498,5.73318749816163,5.23714781060949
433,51.1693344132428,47.276341120814,-0.773682269531248,3.77199741792811,5.74523581878852,5.24783269847041
434,51.1867172461897,47.2937242391687,-0.766585762760563,3.77538484831907,5.75353982053979,5.25975492133937
435,51.2065213312004,47.3092922304052,-0.759140445655372,3.78063371268472,5.76499381942281,5.27088925143957
436,51.224812034332,47.3260763619219,-0.751009560067795,3.78421185380484,5.77481584624291,5.28142455931844
437,51.2417528850146,47.3392224535984,-0.744695627318048,3.78884573812621,5.78626872592312,5.29403878738493
438,51.2605930671225,47.357214638971,-0.741912803153888,3.79309193701588,5.79560240135684,5.30519378208227
439,51.280149955818,47.3758535260497,-0.738612281911744,3.79599927148827,5.80412530111263,5.31654597768834
440,51.2997939397574,47.3899355300141,-0.737285449420494,3.80086198105734,5.81263707122695,5.32824026805507
441,51.3183110991454,47.4063016085504,-0.734906393049517,3.80297878894231,5.81925151717615,5.34064911004364
442,51.3358252396219,47.4230985211135,-0.731798196848099,3.80718152949539,5.82634851285189,5.35352997013671
443,51.3516585341411,47.4374268774904,-0.728424229160585,3.81009399408244,5.83375304632093,5.36529145011568
444,51.3709926599957,47.4538935061633,-0.724839340960737,3.81245344749759,5.84387494893073,5.3784393539007
445,51.3877822157473,47.4706828822959,-0.721885559325119,3.81630369417307,5.85066572741908,5.38781110288757
446,51.4059804580457,47.4862685792361,-0.71724856348715,3.820782117262,5.85990838301318,5.40015458914027
447,51.42578703444,47.5027226140088,-0.708231208283746,3.82404849252377,5.86832696785884,5.41230995170072
448,51.4436203025241,47.5207146376992,-0.698435672843722,3.82664569773411,5.88017917700615,5.4224791151501
449,51.4595343968079,47.5325822011753,-0.698166013204993,3.83149605276151,5.88901276364204,5.43458998190989
450,51.4793377868141,47.5500575208087,-0.697755062229851,3.83543960053767,5.90094991045478,5.44527047700696
451,51.4988374528093,47.5660213551141,-0.69708365980381,3.84010203889135,5.91019996693574,5.45813010338512
452,51.5191525510547,47.5824390153156,-0.693626471502451,3.84415683126121,5.92122375409869,5.4683040342647
453,51.5357027143184,47.5998896098298,-0.687076274883411,3.84826223872675,5.92918794919622,5.47916413199963
454,51.5566586232535,47.6148855470968,-0.676477108848883,3.85274272781744,5.93907426420792,5.4923516020563
455,51.5730099413086,47.6278498042583,-0.666415944877875,3.85721850813198,5.94793102997435,5.50100633687582
456,51.591648903972,47.6454465077562,-0.663057990035854,3.86166347894035,5.95645772613347,5.51384235106427
457,51.6106787108316,47.659845094676,-0.657841680324067,3.86561910775796,5.96590140678672,5.52614496414323
458,51.6311452923754,47.6763763871863,-0.650046121648817,3.87181093370187,5.97329148572272,5.53651924738599
459,51.6496046818219,47.6927727338293,-0.641060272295602,3.87472558862256,5.98210879334609,5.54725578814612
460,51.6693674793621,47.7063610223841,-0.631332092114967,3.88064032559216,5.98924465872031,5.55694941597966
461,51.6858616701865,47.7231731942561,-0.624691455539486,3.88539275578792,5.99960621427953,5.56911865551437
462,51.7030880500681,47.7355183268555,-0.62037418597144,3.88973866650554,6.00872075092209,5.58039083664843
463,51.7183189683065,47.7517733025372,-0.6144943611468,3.89391372689078,6.01776563701453,5.59102609919295
464,51.7363159699465,47.7663637833503,-0.605536546491548,3.89890941783403,6.02928117481565,5.6016013843976
465,51.7541658342085,47.778702140632,-0.59820122646248,3.90438501585472,6.03870476174495,5.61171859744567
466,51.7723606695351,47.7992544787523,-0.592178774922847,3.90906477980346,6.04711804892932,5.62188199363327
467,51.7901086374572,47.814571680026,-0.585386675286681,3.91436538917406,6.05595220659073,5.630807786585
468,51.8071463197438,47.8274859002283,-0.57954169780521,3.91964314775534,6.06525719595092,5.64254370285078
469,51.8243684005333,47.8432512366775,-0.573855045020888,3.92390399752135,6.0724777226896,5.65125851412964
470,51.8430689895182,47.8575999850582,-0.569550796597873,3.92918852783947,6.07850016031347,5.66284242958297
471,51.8586531226228,47.8745242196693,-0.566136719513111,3.93382265546438,6.08630806183439,5.67257963564558
472,51.875903123313,47.8861583896385,-0.563931390461347,3.93868911058171,6.09329434484054,5.68258777826967
473,51.8939284471654,47.9025291826846,-0.562885037920957,3.94348294310881,6.10032883303249,5.6927576982104
474,51.912726230331,47.9212626719037,-0.562184103277852,3.94852863732073,6.10741213728401,5.70335721030826
475,51.9292528595993,47.9345627316264,-0.561336304169768,3.95438194746051,6.1150938401332,5.71462260430193
476,51.9450994545431,47.9506320071011,-0.560825503558626,3.95805952539052,6.12324838975216,5.72435600989503
477,51.96282383912,47.9645104817855,-0.559722749602809,3.96389817497461,6.13295966829712,5.73412800835749
478,51.9781133376921,47.9799178272835,-0.557431496036986,3.96792740377921,6.14358308506169,5.74445357159948
479,51.9994978594514,47.9955218568775,-0.554920002051762,3.97248276858853,6.15162704729886,5.75349412385593
480,52.0164717926533,48.0100637088754,-0.554420452197169,3.97755265550237,6.16303085212577,5.76367009507992
481,52.0354829740615,48.0261355866641,-0.552927807743012,3.98213962242874,6.17146989152122,5.77335115852615
482,52.0531371480627,48.0393884783734,-0.549402002922472,3.98593314200102,6.17991516875315,5.78184442931323
483,52.0700759962902,48.0525426458489,-0.547561788255435,3.99028518921762,6.18981180483289,5.79275954283769
484,52.085676608808,48.0690044866361,-0.546270896800205,3.99386282751113,6.19742425947771,5.80218960721175
485,52.1036751253077,48.086461702763,-0.542930139204256,3.99838627035554,6.20444217951288,5.81083729846967
486,52.1193357510062,48.103192162305,-0.533127233104613,4.00135504480975,6.21150785611244,5.81828942655325
487,52.1389778263088,48.1164463517679,-0.525637395517697,4.00526546059511,6.2164608015586,5.82735790755076
488,52.1590272367605,48.1319575860656,-0.525542303509097,4.00983743268191,6.22182592755818,5.83880601177358
489,52.1762270378017,48.1485560019329,-0.525389219040162,4.01354228346979,6.22864069636793,5.8486607275253
490,52.1930604314126,48.1604310292646,-0.524847409411611,4.01818728517928,6.23591335322276,5.85687557526562
491,52.2102842055913,48.1754287829436,-0.521186702859624,4.02249612180011,6.24279648464191,5.86687164933062
492,52.2286408810081,48.1910048722898,-0.515647477723562,4.02688131699797,6.24887225459897,5.87610669387144
493,52.2452254189572,48.2059289848011,-0.509497060884101,4.03052281800637,6.25648438020463,5.88483182996993
494,52.2639527444504,48.2214764919609,-0.502231741138393,4.03482779352432,6.26551999159282,5.89367028407604
495,52.2813206967544,48.2366416581241,-0.496339734297012,4.03931901160065,6.27496268242516,5.90228859655301
496,52.3010392450538,48.2522190417661,-0.493898296724804,4.04331117091355,6.28419658002946,5.91107541265256
497,52.3187095909048,48.2631585734197,-0.489443289317215,4.04779606744411,6.29233477751969,5.92051804264106
498,52.3355200776244,48.2790267817822,-0.480950694114468,4.05157549428015,6.3006424183037,5.92811695250488
499,52.3499084570849,48.2951684317721,-0.472499606483656,4.0568683431389,6.30860806255125,5.93626396117231
500,52.3695583381624,48.3043814197561,-0.463713009062882,4.06091635380857,6.31670092250514,5.94383235333369
501,52.3905565007167,48.3217576078528,-0.458069512364601,4.06560105601183,6.32444060953665,5.95351387387548
502,52.4072467990213,48.3362971451139,-0.453888045664042,4.06975216047789,6.33157609461508,5.96224146688635
503,52.4253256258807,48.3508140405405,-0.447543043652188,4.07542551701573,6.33840726716251,5.97023269120123
504,52.4425986642816,48.3669105628823,-0.439170416652201,4.07911362141661,6.34617771242692,5.9801893342569
505,52.4590762463338,48.3818209487716,-0.430113669740995,4.08408898866147,6.35163744898279,5.98731339529321
506,52.4775630325805,48.3975927863696,-0.420646466506858,4.08919627979704,6.35898171614755,5.9966846987483
507,52.4965072086588,48.4096161279183,-0.413830757002909,4.09459621201963,6.36637699181726,6.0041031567221
508,52.5119750603435,48.426168399837,-0.408503438703189,4.09812755861788,6.373823926214,6.01322228367407
509,52.5308389539637,48.4395627688355,-0.404460199886547,4.10373601472597,6.38132318162858,6.02271442722921
510,52.5504549707924,48.4529067336709,-0.400263780731214,4.10818303778193,6.38884487774411,6.03106438039731
511,52.565705215285,48.468112079903,-0.395761634526259,4.11249973286026,6.39648136679367,6.04021929365104
512,52.5849349839777,48.4843224752335,-0.391499932278327,4.11821309033283,6.4041416841635,6.04810656307342
513,52.6021321976247,48.4992673112441,-0.386274916203022,4.12330000137112,6.41313543404138,6.0562149830923
514,52.619901198932,48.5149180343025,-0.382209724163418,4.1276259055506,6.42309745286607,6.06565937002865
515,52.6385916812177,48.5294858508333,-0.381142779969867,4.13082444788493,6.43059045122689,6.07468934846349
516,52.6573228095764,48.5458469878815,-0.380440937828463,4.1366812923333,6.43828289980231,6.08395647258266
517,52.6752230762455,48.5561207265377,-0.380075544253455,4.14118111113466,6.44486869642156,6.09187923834358
518,52.6915921311376,48.5720975425793,-0.379402012091412,4.14568443031971,6.45207936976691,6.10071954644302
519,52.7108690200013,48.5831529560348,-0.379059326642728,4.14942545084718,6.45933852408724,6.10870492468743
520,52.7283956689445,48.5977584660236,-0.378718425480484,4.15422902652785,6.46567972941055,6.11741212995425
521,52.7458817464373,48.613263676614,-0.378041911908877,4.15846087235114,6.47284935953669,6.12645824137279
522,52.7647722932683,48.6270747598697,-0.374761121665679,4.16380329638388,6.47922184127869,6.13455406836061
523,52.7820226526072,48.6377401125466,-0.37149672241471,4.16702660277152,6.48535180006196,6.14278594144953
524,52.798313382806,48.6524821368831,-0.370642323506311,4.17213643324305,6.49288187461068,6.15108389894872
525,52.8150293510733,48.6703754833207,-0.369930986992506,4.17475699649215,6.50046444060086,6.15944891151887
526,52.8331167841745,48.6823542470673,-0.3653481129956,4.17891978033347,6.50809804001382,6.16788197053053
527,52.8510799201346,48.6973576874037,-0.355630314047783,4.18308289232655,6.51416167735662,6.17640309899028
528,52.8677080364663,48.7126502635822,-0.352869155621494,4.18680716324016,6.52248570402114,6.18495630040556
529,52.8852064461088,48.7279230589625,-0.352378199304504,4.19157695480481,6.53081115078552,6.19482411745833
530,52.9028178291108,48.744408437033,-0.351667067524764,4.19452218387073,6.53918858180878,6.2024460609968
531,52.9212146564875,48.7580453982536,-0.350654104729009,4.19879528227496,6.54675632824555,6.21074300692117
532,52.9379694734989,48.7743374502437,-0.347469864763972,4.20234654032484,6.55394077459,6.21956359079063
533,52.9536858324662,48.788763871746,-0.342717570126365,4.20573063988983,6.5611725916835,6.22797406070208
534,52.9713163385737,48.8033467594535,-0.337625043431766,4.20958958130802,6.56845235286556,6.23645367886294
535,52.987611017651,48.819445385183,-0.33211406249413,4.2139226785039,6.57601964305605,6.24520187401533
536,53.0062323113991,48.8295103523758,-0.32738655491682,4.21835778008233,6.58315805160818,6.25227762882159
537,53.0236748946566,48.8464956342975,-0.325011900286221,4.22075365711228,6.59058518731102,6.26097333492116
538,53.0424880763437,48.8580527161293,-0.322814414520645,4.22564713338913,6.59806266387508,6.26856302876705
539,53.0601444051605,48.873571016915,-0.319586547152757,4.230080853242,6.60559110756804,6.27633295273116
540,53.0782839405403,48.8863796612757,-0.313793315969646,4.23314995960933,6.61313510212431,6.28482846542988
541,53.0970516989472,48.9010907209214,-0.30653713841311,4.23760350502955,6.6208034583966,6.29339221564831
542,53.115145527975,48.9153164776068,-0.297947055926784,4.24093432006681,6.62748234363826,6.30202520011305
543,53.1337471009166,48.9282846395211,-0.293024516443641,4.24617664545102,6.63346242379077,6.31072843659981
544,53.1540699231054,48.9425536650161,-0.289404717870312,4.24973392057437,6.64163894422647,6.3191426915661
545,53.169072825761,48.9545425554455,-0.286840319499853,4.25391506058825,6.64983787816873,6.32747755585872
546,53.1850067850697,48.9701030569021,-0.283165171616306,4.25813815953335,6.65762245871391,6.33669170541379
547,53.2043981534895,48.9825696836415,-0.277575811003683,4.26199554366974,6.66470572025408,6.34296806388908
548,53.221291418799,48.995879221599,-0.271218897812509,4.26703595440475,6.67263961548192,6.35257064529551
549,53.2379156224272,49.0118186045002,-0.263707512664746,4.2712939750767,6.67942331553097,6.36125772734943
550,53.2557906354874,49.0246241654688,-0.254972733325143,4.27512666862706,6.68754418135678,6.37077916318931
551,53.2722273728929,49.0350700127955,-0.24984479888608,4.2801211985331,6.69491602126193,6.3788500879762
552,53.2903036883591,49.0505998483197,-0.24647178916315,4.2838003385523,6.70125245870259,6.38624079939575
553,53.3065352924642,49.0688312812234,-0.243017129178347,4.28904246570383,6.70864147059911,6.39449902891473
554,53.3214723607864,49.0791708994692,-0.238289217743382,4.29301621962153,6.71601164851561,6.40375321482172
555,53.3392605874061,49.0944480451019,-0.233397578167371,4.2973091060331,6.72252693809334,6.4116743755507
556,53.3573543518409,49.1094551183037,-0.226085639145557,4.30107174889205,6.72990074024584,6.42036114962217
557,53.3754881918574,49.1226440837871,-0.217777768899363,4.30630797581558,6.73353610458614,6.42906371293015
558,53.3941463531038,49.1361337421921,-0.209756484298773,4.31017255222987,6.74019346671644,6.4361913707695
559,53.4114364803791,49.1515934341681,-0.20438210496837,4.31421829578597,6.74564713605801,6.44473497406188
560,53.4290471520258,49.1649416142123,-0.201993962099079,4.31899781273387,6.7533284885702,6.45225577667694
561,53.4442517875442,49.178635329055,-0.199964440854905,4.32223822730082,6.75950389440432,6.45924405928922
562,53.4616576580379,49.1957349805505,-0.199603838459517,4.32632548173057,6.76516534189404,6.46704852392075
563,53.4793147676292,49.2085922382026,-0.199330826502475,4.33037441133627,6.77142112872931,6.47473388631603
564,53.4969921337229,49.2216440286714,-0.199055991906782,4.33506597670613,6.77936446527376,6.48216331933547
565,53.5125427438084,49.2370409300258,-0.197147766589134,4.33934455654198,6.78686205875607,6.4906879411041
566,53.531110078801,49.2496687082484,-0.19457053762395,4.3434674289142,6.79500400427928,6.49954870257361
567,53.5497667622135,49.2664997564655,-0.193465904453904,4.34683376393876,6.80320451276655,6.50698970843106
568,53.5683535289477,49.2795290383428,-0.19324435098711,4.35070987093905,6.81126751603871,6.51374632675994
569,53.5853557439418,49.2939622912697,-0.192864188172048,4.3547645178092,6.81804614854382,6.5222573172272
570,53.5996244227269,49.3051205119454,-0.191266401878665,4.35775198343602,6.82660140179563,6.53034605987308
571,53.6160795787162,49.3207554699632,-0.187307885101184,4.3616036679715,6.83657646164664,6.53770238998066
572,53.6326496227164,49.3316323785495,-0.183583751249994,4.36559963097799,6.84460745306814,6.54741520947002
573,53.6519161334156,49.3453356836821,-0.180786521242871,4.36896154412941,6.84988564831928,6.55543487922201
574,53.6706458297835,49.3595066961802,-0.179297587206861,4.37237778077154,6.85719567728563,6.56350244702741
575,53.6857217652901,49.3730926009669,-0.178111165972439,4.37606622837616,6.86299031259761,6.57162945436878
576,53.7061512549713,49.3857831453073,-0.177080219363968,4.37979005528211,6.87087339532666,6.57942212432217
577,53.7228975394343,49.400003711048,-0.175969973661982,4.38242645846404,6.87881083675481,6.58787387425286
578,53.7402523869315,49.4169057368844,-0.173815516326448,4.38554072156036,6.88633573445645,6.5974448023324
579,53.7584276821384,49.4266177464993,-0.168104336077224,4.39000649448801,6.89224894223173,6.60705876205874
580,53.7773522026876,49.4414559742408,-0.161897999449434,4.3933071014115,6.90087953740202,6.61349503143318
581,53.7928984758352,49.452285524564,-0.15689365955354,4.39689421847772,6.90694363938367,6.62222728384288
582,53.8097037985561,49.4661899775291,-0.154074760771949,4.40109420481516,6.91301472659507,6.63092651684045
583,53.8276760049078,49.4772722624317,-0.152165563510939,4.4043488325789,6.92161289147619,6.63888493353328
584,53.844120312689,49.4920124366722,-0.150315769638587,4.40778164497541,6.92989340108292,6.64758494247451
585,53.8608528016281,49.5064494590182,-0.146114649693552,4.41113950363778,6.93714442261635,6.65635316521434
586,53.8778189365258,49.5200134729344,-0.140228840226631,4.415296342208,6.94515795785298,6.66519058025412
587,53.8975357362769,49.5338011951477,-0.132774830727822,4.41896708220035,6.95281171552167,6.67409818647924
588,53.9135552362467,49.5459377719975,-0.127285671911614,4.42242506962065,6.96133275140489,6.68300058273266
589,53.9280574104604,49.5603199292874,-0.122797950692755,4.42641529324339,6.96794915668959,6.69315793091341
590,53.9467378770547,49.5736243512702,-0.120170557411092,4.43054371003437,6.97294910117665,6.70300222313809
591,53.966127956386,49.5903945101828,-0.117107355093349,4.43436035768996,6.98052666183615,6.71045124608622
592,53.9858653830277,49.601010994221,-0.113962595761685,4.43886133033416,6.98737451960731,6.71886894207714
593,54.0047919211362,49.6154108646446,-0.108662744908298,4.44229928536966,6.99352086716154,6.72741758549758
594,54.022371544938,49.6275373582161,-0.102344024493162,4.44695906854664,7.00101746160703,6.73367429537675
595,54.03737115354,49.6418393120975,-0.0950089774835461,4.45074876580093,7.00638506965752,6.74326067118791
596,54.0555501048744,49.6554771609311,-0.0879968677343079,4.45469124247699,7.01268630486316,6.7522076672115
597,54.0735474488611,49.6709562825788,-0.0833391987511978,4.45837771128265,7.01934683491738,6.7588604435832
598,54.0907871846441,49.6839977818637,-0.0787806707288064,4.46199528316177,7.0263534808898,6.76848707977306
599,54.1068995652167,49.6959588987894,-0.0750553277247268,4.46660820830958,7.03453536930032,6.77709278717067
600,54.1258648797783,49.7124973324785,-0.070299937529883,4.47002166244825,7.04277445731123,6.78639518420907
601,54.144191162806,49.721785979699,-0.0641500886773838,4.4742909025825,7.05072130566169,6.79677974982005
602,54.1630671296518,49.7374723796518,-0.0570861740866735,4.47831042877678,7.05752532586701,6.80408790842222
603,54.1792265992283,49.7476713808824,-0.0483988939682933,4.48258401404306,7.06695404316092,6.8124340486744
604,54.1978953361061,49.7609468436171,-0.0406895214593028,4.48617063008272,7.07373872677966,6.82214796927689
605,54.217557244611,49.7744577934887,-0.0337631932851856,4.49025027130801,7.08088049678928,6.8317113661134
606,54.2356250960758,49.7895141241868,-0.0286123177802855,4.49399846683588,7.09025020768663,6.84171141219155
607,54.2520537905815,49.8021443774383,-0.023891475811888,4.49904325049011,7.09714806626005,6.85122027813832
608,54.2693502549596,49.8148585057852,-0.019271088860906,4.50197448267037,7.10389180624822,6.86108208836824
609,54.288248409905,49.8250854747285,-0.0189489457877445,4.50634626776392,7.11083728595345,6.86880387506364
610,54.305231809836,49.8404347329149,-0.0188133574035576,4.51099920698195,7.1172134433598,6.879687516848
611,54.3177795820047,49.8498740870374,-0.0187440492300794,4.51439932721737,7.12508269205827,6.88894523658586
612,54.3344817071679,49.8650267613524,-0.0186023101116373,4.5172154221738,7.1332571826054,6.89758993614422
613,54.3530525173199,49.8806237323506,-0.0184562755713991,4.52218718317937,7.141471874813,6.90694363938367
614,54.3723400776785,49.8923970417777,-0.0183057808196829,4.52484918383178,7.14868651163834,6.9170033631274
615,54.3896953436199,49.9069755182437,-0.016848324152885,4.52961880077943,7.15566415298381,6.92817267174113
616,54.4072965611816,49.9180971838321,-0.0156611793878381,4.5331686272897,7.1640253289015,6.93795921216718
617,54.4241024216206,49.9308925708573,-0.0150257179387103,4.5362033747699,7.17255160040502,6.94621626573988
618,54.4427487508177,49.9456715398042,-0.0140669575370289,4.54046362663035,7.18054276568279,6.95669350957688
619,54.4580402538988,49.9616733338568,-0.0128197980788367,4.54343594683732,7.18735660423128,6.9661733187057
620,54.4747730315134,49.972419490515,-0.0113029648277641,4.5470222508095,7.19703235464696,6.97446913631497
621,54.4905389046154,49.9878537584621,-0.00721848436642951,4.55034139727928,7.20501348928264,6.98364395866491
622,54.508919061524,49.9993952866061,-0.00424788350578131,4.55368876269685,7.21244352649006,6.99317581017149
623,54.5277583816337,50.0126138374815,-0.00242049541882006,4.55671421406384,7.22006142022797,7.00293495098391
624,54.5442571645007,50.025983800752,-0.000692672536717343,4.56058827966743,7.22781006831805,7.01143713874458
625,54.5601187553148,50.0383787148527,0.00119385265767713,4.56305297348159,7.23591422350434,7.0191693881386
626,54.5768606055114,50.0495322004507,0.00469923251361637,4.56660802147657,7.24271028470876,7.02770315619001
627,54.5918734238017,50.0632433541191,0.00996959010302056,4.56943185987713,7.24905444020658,7.03739716799121
628,54.6099337480658,50.076844852498,0.0147999100930107,4.57317138708993,7.25732968279738,7.04612497037311
629,54.6262630902185,50.0896853897507,0.0183377210959401,4.5745461826469,7.26371107190145,7.05673858326792
630,54.6453879827735,50.1019959071105,0.020854033686013,4.57912025157647,7.27045624929899,7.06761626553586
631,54.6619388661356,50.1149208612672,0.0235077453807908,4.58105054396037,7.27887974024954,7.07721447093908
632,54.6784398670002,50.1290887968223,0.027523935803131,4.58434298726518,7.28570867419074,7.08700851096442
633,54.6955126586194,50.1423537286333,0.0323291864547381,4.58733834941438,7.29256749300822,7.09590537962688
634,54.7075474386856,50.1546899451728,0.0380728562696664,4.5910244847106,7.30130986508792,7.10657007219198
635,54.725206447335,50.1682191634781,0.0415068887802406,4.5924987457492,7.30900899272624,7.11571624564826
636,54.7453765982841,50.1833180192173,0.0448971865134595,4.59689213595954,7.31716695099136,7.12627552395877
637,54.7643419120699,50.193705613831,0.0466574639326756,4.59821888166015,7.32678969924587,7.13583475569846
638,54.7828960580554,50.2096989446017,0.0484632569274779,4.60271922539535,7.33631131701091,7.14394429641496
639,54.7982142227399,50.2189866527988,0.0505199636279263,4.60547853360777,7.34431624516152,7.15557786134953
640,54.8138246439455,50.2341483981255,0.0527154023113874,4.60876060288873,7.3528053637997,7.1640253289015
641,54.8314720369697,50.2434608276627,0.0564642022822803,4.61160621682966,7.36152849166833,7.17509486067602
642,54.848494325725,50.2592841016055,0.0603959414494093,4.61519241442915,7.36951103889377,7.18485963440212
643,54.8650324519371,50.2719162340991,0.0658359742659598,4.61860454922553,7.37569225404595,7.19336223977112
644,54.881314382191,50.2845073427929,0.0718714529210351,4.62133509365903,7.38403415437381,7.20272209213135
645,54.9000112415746,50.2991902256192,0.0779723022482082,4.62438306787394,7.3908391550757,7.21331607434024
646,54.9168484091225,50.3138467094997,0.0815447636801636,4.62788956520965,7.39884534061439,7.22400276328497
647,54.9336625384706,50.3247877080097,0.0854572224500797,4.62952749842305,7.40743566373769,7.23439772581851
648,54.9513465493459,50.3382352608298,0.0890609304383117,4.63338774208305,7.41503498788388,7.24362791106104
649,54.9696707777008,50.3497231949653,0.0929613112010119,4.63645565230958,7.42160000284315,7.25318396076389
650,54.9873715130824,50.3625770676626,0.0982533522690954,4.64016026613828,7.42931622368901,7.26155721129518
651,55.0027061728117,50.3774658894874,0.10408924154609,4.64317401503556,7.4375805845601,7.27076876696032
652,55.0210956143291,50.3874530285692,0.110348584203723,4.64628858939906,7.44587839025068,7.28172677739145
653,55.037576385829,50.400555971732,0.115429285178326,4.64994495703835,7.45482303038845,7.29205942172706
654,55.0520057855971,50.4117618682337,0.121653575418768,4.65220660350191,7.46296504851844,7.30153392080912
655,55.0695221679775,50.4254239787297,0.127549276878025,4.65637476427166,7.4715863137818,7.30959018528256
656,55.0866817267596,50.4377768623072,0.132035807439868,4.65977507382803,7.4794196997668,7.31935080203483
657,55.1055183501364,50.451389227226,0.13619867613085,4.66411759332081,7.48778898856994,7.3294510488416
658,55.1216092120133,50.4643074994943,0.140124099585159,4.66758411593343,7.49621447614906,7.33873958472233
659,55.1374503405202,50.4763444862232,0.144686691924412,4.67151475076444,7.50259573379774,7.34953222887123
660,55.1563012321753,50.4875208165366,0.150404468622467,4.67480084356231,7.50934498011746,7.36023829155827
661,55.1732930151293,50.503067231555,0.158156104573481,4.6793219593978,7.51541065286626,7.37135456270364
662,55.1885107857745,50.5111850755192,0.160878910078488,4.68206774590801,7.52397777702583,7.3812354378989
663,55.2038118258289,50.5264738827657,0.16200573083619,4.6859515031103,7.53136939801022,7.39042110411663
664,55.2206388289539,50.5376735365283,0.162467737127803,4.68935997825282,7.53890303766229,7.40069772737284
665,55.2388226284916,50.5491891321113,0.162469077832184,4.69312250189613,7.54521564379638,7.4109808108886
666,55.2563782831408,50.5616469045898,0.162796804569487,4.69636496971737,7.55182221660181,7.4214375633112
667,55.2735744612508,50.5738746552998,0.163128999186246,4.69936315339647,7.55920982402323,7.42976583056998
668,55.2901526382996,50.5869977129635,0.163464370127764,4.70381573695844,7.56624603549641,7.44016785218216
669,55.3060988366163,50.599047778556,0.163905107228191,4.70725922581439,7.57452678639435,7.45015046773598
670,55.3234472552698,50.6109484833144,0.164404192938304,4.71081738572066,7.58226436618636,7.4597813294214
671,55.3416285249999,50.6277175216117,0.16483863796074,4.71403978804358,7.59001058051989,7.46930150649954
672,55.3593860845988,50.6363740789865,0.165546188681531,4.71752181819224,7.59817555863678,7.47870907074352
673,55.3785494766407,50.6515243597996,0.168114664477914,4.72065595915727,7.60337212478559,7.48786569737765
674,55.3940932036391,50.6620324985659,0.170935990694177,4.72396739533382,7.61275249291621,7.49899802247911
675,55.4097069080008,50.6739634073781,0.172566554155984,4.72743137776913,7.62048338261754,7.50906613328077
676,55.4262444972599,50.6856200660911,0.174583083575874,4.72993054907411,7.62741129055631,7.5161486543385
677,55.4411986496449,50.6968642092156,0.176776593588531,4.73341343119088,7.63606229142566,7.52631563575819
678,55.4563864307913,50.7097295742359,0.179616790203785,4.73692437589812,7.64322312010506,7.53633447552355
679,55.4751755896126,50.7203988531797,0.182869742783642,4.73974755397777,7.65181325744053,7.54718465352351
680,55.4928743217845,50.7332756610084,0.18586042603419,4.74324289777484,7.65833613752853,7.55717872054185
681,55.5103805324689,50.7468494455011,0.188972839047674,4.74635357089615,7.66724219132673,7.56670524508873
682,55.528285399136,50.7593291502179,0.191086189628431,4.74977380037545,7.67620725710867,7.57483993968135
683,55.5447616176522,50.7744580516034,0.193588473593687,4.75269337125944,7.68247567907288,7.58464947140106
684,55.5620595401111,50.7837981866229,0.195988458690515,4.75604406154556,7.69043248582262,7.59526334116636
685,55.577170621004,50.7980347289114,0.198675747657917,4.75848547403368,7.69852158499743,7.60225260247469
686,55.5917162194075,50.8088095867421,0.201877139734574,4.76261414953416,7.70745267586324,7.61367370421131
687,55.6104859150254,50.8222128166461,0.205446857967084,4.76534601040085,7.71605892596807,7.62293185904786
688,55.6286562716164,50.8354820064842,0.209883481186057,4.76877012288324,7.72396639430175,7.62945514719648
689,55.6459192967731,50.8476237274591,0.213129312113036,4.77217921880518,7.73140204316367,7.63985577883874
690,55.6601394852376,50.8589012962323,0.216035255557245,4.7753554095066,7.74007823518887,7.64785269146759
691,55.6766780251281,50.8703017004113,0.218001348560481,4.77911252176261,7.74751094634186,7.6571042325206
692,55.6911815091699,50.8814676124492,0.220948994670733,4.78117530751815,7.75223193157444,7.66722271844011
693,55.7077442433159,50.8939066080472,0.223270535823217,4.78563586612335,7.75930209884719,7.67522028608114
694,55.7257192438196,50.9050516503009,0.227325668441192,4.78829233173606,7.76812619843343,7.68457875060922
695,55.7439430855296,50.9195771819113,0.230827854019955,4.79139447630311,7.77519418107913,7.69451717909665
696,55.759133082259,50.9306946297848,0.236634340694084,4.79481556093631,7.78018461980113,7.70249585559062
697,55.7754997820339,50.9416449583494,0.241564029385686,4.79837673046163,7.78604556439216,7.71088308287553
698,55.7909080413273,50.9561127084327,0.246263054067997,4.80099425998687,7.79496260856258,7.72024113765144
699,55.8081957490197,50.9658078161838,0.249851321812766,4.80407812417999,7.80248631635754,7.72915981722189
