date,fish_id,car_perc,sire,dam,date_of_birth,selection
20211115,m2-431,13.9272534335387,m2-329,f2-112,2021-09-09,up_selected
20211115,m2-432,15.66453491903,m2-329,f2-112,2021-09-09,up_selected
20211117,m2-449,16.2327738123222,m2-274,f2-85,2021-09-13,up_selected
20211117,m2-465,16.2351788684225,m2-225,f2-94,2021-09-13,up_selected
20211122,m2-472,17.2005839171904,m2-266,f2-104,2021-09-17,up_selected
20211129,m2-481,13.0015993984372,m2-345,f2-136,2021-09-13,up_selected
20211130,m2-498,13.6149814563979,m2-203,f2-152,2021-09-13,up_selected
20211206,m2-542,13.0398650094418,m2-226,f2-128,2021-09-22,up_selected
20211206,m2-544,17.8631403795035,m2-226,f2-128,2021-09-22,up_selected
20211206,m2-549,17.5512896516285,m2-149,f2-137,2021-09-23,up_selected
20211210,m2-577,13.313730899953,m2-371,f2-82,2021-09-27,up_selected
20211210,m2-579,13.8032688551034,m2-371,f2-82,2021-09-27,up_selected
20211210,m2-583,14.5324593785972,m2-360,f2-89,2021-09-27,up_selected
20211210,m2-584,17.2024374397926,m2-360,f2-89,2021-09-27,up_selected
20211210,m2-585,15.4995545746198,m2-360,f2-89,2021-09-27,up_selected
20211210,m2-597,14.8832955866638,m2-172,f2-93,2021-09-28,up_selected
20211210,m2-598,14.0738252584054,m2-172,f2-93,2021-09-28,up_selected
20211213,m2-608,13.5196404629677,m2-141,f2-140,2021-09-27,up_selected
20211213,m2-620,14.0056347281886,m2-297,f2-121,2021-10-01,up_selected
20211213,m2-621,15.9227981750941,m2-297,f2-121,2021-10-01,up_selected
20211220,m2-651,15.6860899144031,m2-268,f2-116,2021-10-04,up_selected
20220107,m2-667,14.6585800512984,m2-345,f2-136,,up_selected
20220107,m2-697,13.7555868278255,m2-203,f2-152,,up_selected
20220107,m2-700,16.9440582128544,m2-203,f2-153,,up_selected
20220110,m2-717,16.8182606204421,m2-225,f2-94,,up_selected
20220110,m2-718,18.2784294938881,m2-225,f2-94,,up_selected
20220114,m2-745,13.5296588154742,m2-274,f2-85,,up_selected
20220114,m2-749,13.8737048042445,m2-274,f2-85,,up_selected
20220118,m2-767,16.4182368925982,m2-198,f2-144,,up_selected
20220118,m2-768,17.5683715220211,m2-198,f2-144,,up_selected
