date,fish_id,sire,dam,selection,car_perc,decisions
20210809,m3-393,m3-12,f3-50,up_selected,13.7802667832006,move to up
20210809,m3-392,m3-12,f3-50,up_selected,12.8990434941659,sacrifice
20210809,m3-391,m3-12,f3-50,up_selected,3.46689501110939,sacrifice
20210809,m3-390,m3-12,f3-50,up_selected,14.2757346533635,move to up
20210805,m3-389,m3-04,f3-64,up_selected,7.84731907338959,sacrifice
20210805,m3-388,m3-04,f3-64,up_selected,10.5082974507661,move to up
20210805,m3-387,m3-04,f3-64,up_selected,6.66108570457868,sacrifice
20210805,m3-386,m3-04,f3-64,up_selected,5.97581733146562,sacrifice
20210805,m3-385,m3-04,f3-64,up_selected,6.8134465927278,sacrifice
20210805,m3-384,m3-04,f3-64,up_selected,6.22560701593972,sacrifice
20210804,m3-383,m3-06,f3-47,down_selected,5.64591074314836,sacrifice
20210804,m3-382,m3-06,f3-47,down_selected,13.9553097896553,sacrifice
20210804,m3-381,m3-06,f3-47,down_selected,4.56627003071068,sacrifice
20210804,m3-380,m3-06,f3-47,down_selected,4.15606966742261,sacrifice
20210804,m3-379,m3-06,f3-47,down_selected,5.66161041204337,sacrifice
20210804,m3-378,m3-06,f3-47,down_selected,3.6088109019185,move to down
20210803,m3-377,m3-35,f3-17,up_selected,6.28735843617932,sacrifice
20210803,m3-376,m3-35,f3-17,up_selected,7.12370982589498,sacrifice
20210803,m3-375,m3-35,f3-17,up_selected,5.59678344068623,sacrifice
20210803,m3-374,m3-35,f3-17,up_selected,13.5889874872896,move to up
20210803,m3-373,m3-35,f3-17,up_selected,7.14734968094894,sacrifice
20210730,m3-372,m3-30,f3-11,down_selected,7.71688045533436,sacrifice
20210730,m3-371,m3-30,f3-11,down_selected,8.3905528184774,sacrifice
20210730,m3-369,m3-24,f3-05,up_selected,9.34042444494466,sacrifice
20210730,m3-368,m3-24,f3-05,up_selected,3.15526138543888,sacrifice
20210730,m3-367,m3-24,f3-05,up_selected,3.42028186880974,sacrifice
20210730,m3-366,m3-24,f3-05,up_selected,4.99757749673092,sacrifice
20210730,m3-365,m3-24,f3-05,up_selected,3.72376980736854,sacrifice
20210728,m3-364,m3-89,f3-04,down_selected,3.73378203002916,move to down
20210728,m3-363,m3-89,f3-04,down_selected,4.91487124728149,sacrifice
20210728,m3-362,m3-89,f3-04,down_selected,5.39851579432736,sacrifice
20210728,m3-361,m3-89,f3-04,down_selected,2.32442258723624,move to down
20210728,m3-360,m3-68,f3-18,up_selected,3.54028968862414,sacrifice
20210728,m3-359,m3-68,f3-18,up_selected,3.20197206211662,sacrifice
20210728,m3-358,m3-68,f3-18,up_selected,2.99903646844243,sacrifice
20210728,m3-357,m3-68,f3-18,up_selected,5.76295090827335,sacrifice
20210727,m3-356,m3-94,f3-13,up_selected,19.2504853114877,move to up
20210727,m3-355,m3-94,f3-13,up_selected,16.4120503296641,move to up
20210727,m3-354,m3-94,f3-13,up_selected,12.1016654940927,move to up
20210727,m3-353,m3-46,f3-07,down_selected,5.30214344248445,sacrifice
20210727,m3-352,m3-46,f3-07,down_selected,4.90744908773073,sacrifice
20210727,m3-351,m3-58,f3-72,up_selected,7.83782771469612,sacrifice
20210727,m3-350,m3-58,f3-72,up_selected,4.76494747894634,sacrifice
20210727,m3-349,m3-58,f3-72,up_selected,8.82616723498273,sacrifice
20210727,m3-348,m3-58,f3-72,up_selected,5.42838922367808,sacrifice
20210727,m3-347,m3-58,f3-72,up_selected,5.54115637322026,sacrifice
20210727,m3-346,m3-58,f3-72,up_selected,5.88606187717889,sacrifice
20210726,m3-345,m3-58,f3-72,up_selected,7.5962360093798,sacrifice
20210726,m3-344,m3-58,f3-72,up_selected,9.05143964037303,sacrifice
20210726,m3-343,m3-18,f3-67,up_selected,4.09080594978183,sacrifice
20210726,m3-342,m3-18,f3-67,up_selected,5.41638596009226,sacrifice
20210726,m3-341,m3-18,f3-67,up_selected,5.5998223557344,sacrifice
20210726,m3-340,m3-18,f3-67,up_selected,5.99982038780069,sacrifice
20210723,m3-339,m3-18,f3-67,up_selected,11.5730486653,move to up
20210723,m3-338,m3-69,f3-70,down_selected,7.33999154329376,sacrifice
20210723,m3-337,m3-69,f3-70,down_selected,4.34149051391515,sacrifice
20210723,m3-336,m3-69,f3-70,down_selected,11.2898472716889,sacrifice
20210723,m3-335,m3-54,f3-35,up_selected,4.19485910859535,sacrifice
20210721,m3-334,m3-54,f3-35,up_selected,3.31284955078895,sacrifice
20210721,m3-333,m3-54,f3-35,up_selected,14.0847957143887,move to up
20210721,m3-332,m3-54,f3-35,up_selected,2.98675131955475,sacrifice
20210721,m3-331,m3-15,f3-66,down_selected,9.01814817939851,sacrifice
20210721,m3-330,m3-15,f3-66,down_selected,3.99143637879103,sacrifice
20210721,m3-329,m3-15,f3-66,down_selected,3.18834993633235,move to down
20210721,m3-328,m3-67,f3-57,up_selected,10.1398267276748,move to up
20210721,m3-327,m3-67,f3-57,up_selected,9.20395090560516,sacrifice
20210721,m3-326,m3-67,f3-57,up_selected,10.1012543227728,move to up
20210721,m3-325,m3-67,f3-57,up_selected,9.32375165514762,sacrifice
20210721,m3-324,m3-67,f3-57,up_selected,12.714351304235,move to up
20210720,m3-323,m3-42,f3-24,down_selected,8.6011435180011,sacrifice
20210720,m3-322,m3-42,f3-24,down_selected,7.65843009207619,sacrifice
20210720,m3-321,m3-42,f3-24,down_selected,12.596928273005,sacrifice
20210720,m3-320,m3-42,f3-24,down_selected,8.07656084036236,sacrifice
20210720,m3-319,m3-78,f3-77,down_selected,6.07584928975234,sacrifice
20210720,m3-318,m3-78,f3-77,down_selected,6.16939516303062,sacrifice
20210720,m3-317,m3-78,f3-77,down_selected,8.4967470108338,sacrifice
20210720,m3-316,m3-78,f3-77,down_selected,8.32416591593513,sacrifice
20210720,m3-315,m3-78,f3-77,down_selected,6.29172051020427,sacrifice
20210719,m3-314,m3-90,f3-09,up_selected,14.4526499334343,move to up
20210719,m3-313,m3-90,f3-09,up_selected,9.14058772644488,sacrifice
20210719,m3-312,m3-61,f3-75,up_selected,2.51885506952382,sacrifice
20210719,m3-311,m3-61,f3-75,up_selected,8.17976252643928,sacrifice
20210719,m3-310,m3-61,f3-75,up_selected,9.05582083984335,sacrifice
20210719,m3-309,m3-11,f3-49,up_selected,6.8286225235137,sacrifice
20210719,m3-308,m3-11,f3-49,up_selected,9.84927173585387,sacrifice
20210719,m3-307,m3-11,f3-49,up_selected,12.356916159894,move to up
20210719,m3-306,m3-11,f3-49,up_selected,13.1132544764185,move to up
20210719,m3-305,m3-11,f3-49,up_selected,10.9639054581257,move to up
20210719,m3-304,m3-11,f3-49,up_selected,9.75574113397553,sacrifice
20210719,m3-303,m3-11,f3-49,up_selected,8.5936893466041,sacrifice
20210719,m3-302,m3-70,f3-73,down_selected,4.78122185315029,sacrifice
20210719,m3-301,m3-70,f3-73,down_selected,3.55434804569414,sacrifice
20210719,m3-300,m3-70,f3-73,down_selected,3.61279036766149,sacrifice
20210719,m3-299,m3-70,f3-73,down_selected,4.55807298273054,sacrifice
20210719,m3-298,m3-70,f3-73,down_selected,5.37492700456898,sacrifice
20210714,m3-297,m3-70,f3-73,down_selected,2.78506074299358,move to down
20210714,m3-296,m3-70,f3-73,down_selected,4.35881231178927,sacrifice
20210714,m3-295,m3-70,f3-73,down_selected,3.65083003984594,sacrifice
20210714,m3-294,m3-15,f3-65,down_selected,5.63590227707492,sacrifice
20210714,m3-293,m3-15,f3-65,down_selected,3.70886277686603,sacrifice
20210714,m3-292,m3-15,f3-65,down_selected,5.41825067043604,sacrifice
20210714,m3-291,m3-15,f3-65,down_selected,2.6220374765748,move to down
20210714,m3-290,m3-15,f3-65,down_selected,3.18015033641969,move to down
20210714,m3-289,m3-15,f3-65,down_selected,4.51612264374237,sacrifice
20210714,m3-288,m3-74,f3-56,down_selected,7.21853242701213,sacrifice
20210714,m3-287,m3-74,f3-56,down_selected,3.92954667003936,move to down
20210714,m3-286,m3-74,f3-56,down_selected,5.89695645811562,sacrifice
20210714,m3-285,m3-74,f3-56,down_selected,5.58403787787862,sacrifice
20210713,m3-284,m3-99,f3-45,up_selected,4.8538775078219,sacrifice
20210713,m3-283,m3-99,f3-45,up_selected,5.34092079684376,sacrifice
20210713,m3-282,m3-99,f3-45,up_selected,6.02823356905263,sacrifice
20210713,m3-281,m3-99,f3-45,up_selected,3.46580018487143,sacrifice
20210713,m3-280,m3-99,f3-45,up_selected,9.11162321652484,sacrifice
20210713,m3-279,m3-05,f3-46,up_selected,6.32466391803045,sacrifice
20210713,m3-278,m3-18,f3-68,up_selected,4.04543495272853,sacrifice
20210713,m3-277,m3-55,f3-36,down_selected,4.13281301656569,sacrifice
20210713,m3-276,m3-55,f3-36,down_selected,4.62470186470615,sacrifice
20210712,m3-275,m3-28,f3-08,down_selected,4.40925644020352,sacrifice
20210712,m3-274,m3-28,f3-08,down_selected,4.21198901983161,sacrifice
20210712,m3-273,m3-28,f3-08,down_selected,8.46419020952577,sacrifice
20210712,m3-272,m3-28,f3-08,down_selected,7.13571731896584,sacrifice
20210712,m3-271,m3-28,f3-08,down_selected,5.49967053352764,sacrifice
20210709,m3-270,m3-76,f3-06,up_selected,4.37009181438941,sacrifice
20210709,m3-269,m3-76,f3-06,up_selected,6.66299661910451,sacrifice
20210709,m3-268,m3-76,f3-06,up_selected,6.52489181363153,sacrifice
20210709,m3-267,m3-76,f3-06,up_selected,5.18864641399799,sacrifice
20210709,m3-266,m3-62,f3-80,up_selected,6.39977379168728,sacrifice
20210709,m3-265,m3-62,f3-80,up_selected,10.4420319431661,move to up
20210709,m3-264,m3-70,f3-74,down_selected,3.6910867046991,sacrifice
20210709,m3-263,m3-70,f3-74,down_selected,3.38653377910381,move to down
20210709,m3-262,m3-70,f3-74,down_selected,3.32966167610146,move to down
20210708,m3-261,m3-53,f3-40,down_selected,8.62397848558378,sacrifice
20210708,m3-260,m3-53,f3-40,down_selected,5.44841797895469,sacrifice
20210708,m3-259,m3-53,f3-40,down_selected,6.76947975832881,sacrifice
20210708,m3-258,m3-58,f3-71,up_selected,3.57916903952048,sacrifice
20210708,m3-257,m3-58,f3-71,up_selected,3.95903128160184,sacrifice
20210708,m3-256,m3-58,f3-71,up_selected,6.19590139121901,sacrifice
20210708,m3-255,m3-58,f3-71,up_selected,6.47181932075898,sacrifice
20210707,m3-254,m3-72,f3-39,up_selected,6.38807349681448,sacrifice
20210707,m3-253,m3-72,f3-39,up_selected,8.11430584761637,sacrifice
20210707,m3-252,m3-72,f3-39,up_selected,6.91613343705267,sacrifice
20210707,m3-251,m3-72,f3-39,up_selected,9.74126526597245,sacrifice
20210707,m3-250,m3-72,f3-39,up_selected,6.87990632444507,sacrifice
20210707,m3-249,m3-72,f3-39,up_selected,7.69748954965715,sacrifice
20210707,m3-248,m3-72,f3-39,up_selected,6.00141444156874,sacrifice
20210706,m3-247,m3-29,f3-10,up_selected,6.36395210932468,sacrifice
20210706,m3-246,m3-29,f3-10,up_selected,14.4925802301009,move to up
20210706,m3-245,m3-29,f3-10,up_selected,12.9290287273265,move to up
20210706,m3-244,m3-29,f3-10,up_selected,7.9415170782868,sacrifice
20210706,m3-243,m3-29,f3-10,up_selected,5.00106212995163,sacrifice
20210706,m3-242,m3-29,f3-10,up_selected,5.71739256864917,sacrifice
20210706,m3-241,m3-69,f3-69,down_selected,3.8284772256964,move to down
20210706,m3-240,m3-69,f3-69,down_selected,4.45105518095745,sacrifice
20210706,m3-239,m3-69,f3-69,down_selected,3.26721656250878,move to down
20210706,m3-238,m3-08,f3-62,up_selected,7.21065298619004,sacrifice
20210706,m3-237,m3-08,f3-62,up_selected,10.3025330503038,move to up
20210706,m3-236,m3-08,f3-62,up_selected,14.9680231052514,move to up
20210706,m3-235,m3-56,f3-38,down_selected,3.5501019121306,move to down
20210706,m3-234,m3-56,f3-38,down_selected,7.118704400794,sacrifice
20210705,m3-233,m3-56,f3-38,down_selected,3.54077096325826,move to down
20210705,m3-232,m3-56,f3-38,down_selected,5.07472267893192,sacrifice
20210705,m3-231,m3-54,f3-34,up_selected,6.73453759496969,sacrifice
20210705,m3-230,m3-83,f3-30,up_selected,5.42482075793535,sacrifice
20210705,m3-229,m3-83,f3-30,up_selected,6.35580216709336,sacrifice
20210705,m3-228,m3-83,f3-30,up_selected,5.82966288747585,sacrifice
20210705,m3-227,m3-83,f3-30,up_selected,4.71789544320212,sacrifice
20210705,m3-226,m3-83,f3-30,up_selected,4.49101208020305,sacrifice
20210705,m3-225,m3-83,f3-30,up_selected,2.970032300745,sacrifice
20210629,m3-224,m3-95,f3-14,up_selected,4.15221507434756,sacrifice
20210629,m3-223,m3-95,f3-14,up_selected,7.32573586951816,sacrifice
20210629,m3-222,m3-95,f3-14,up_selected,5.26034237697058,sacrifice
20210629,m3-221,m3-95,f3-14,up_selected,4.57581602552573,sacrifice
20210629,m3-220,m3-95,f3-14,up_selected,8.18649694533546,sacrifice
20210629,m3-219,m3-95,f3-14,up_selected,6.25312683763545,sacrifice
20210629,m3-218,m3-95,f3-14,up_selected,2.96698583185136,sacrifice
20210629,m3-217,m3-95,f3-14,up_selected,6.07485432120576,sacrifice
20210629,m3-216,m3-95,f3-14,up_selected,7.97838068484374,sacrifice
20210628,m3-215,m3-88,f3-03,down_selected,8.12920860250755,sacrifice
20210628,m3-214,m3-88,f3-03,down_selected,9.29733397350611,sacrifice
20210628,m3-213,m3-88,f3-03,down_selected,7.17803754999238,sacrifice
20210628,m3-212,m3-88,f3-03,down_selected,8.38361465483219,sacrifice
20210628,m3-211,m3-78,f3-78,down_selected,7.8898944722786,sacrifice
20210628,m3-210,m3-04,f3-63,up_selected,10.4377252654637,sacrifice
20210628,m3-209,m3-04,f3-63,up_selected,8.51817260335924,sacrifice
20210628,m3-208,m3-04,f3-63,up_selected,6.7524209558074,sacrifice
20210628,m3-207,m3-04,f3-63,up_selected,6.98389271463543,sacrifice
20210628,m3-206,m3-04,f3-63,up_selected,7.33727501166587,sacrifice
20210628,m3-205,m3-81,f3-59,down_selected,2.18478553418776,move to down
20210628,m3-204,m3-81,f3-59,down_selected,4.05648462467008,move to down
20210628,m3-203,m3-16,f3-51,down_selected,3.45872301744336,move to down
20210628,m3-202,m3-16,f3-51,down_selected,2.32114262595883,move to down
20210628,m3-201,m3-16,f3-51,down_selected,3.53654683847306,sacrifice
20210628,m3-200,m3-16,f3-51,down_selected,3.58045347126675,sacrifice
20210628,m3-199,m3-16,f3-51,down_selected,2.66778599386957,move to down
20210618,m3-198,m3-47,f3-28,down_selected,12.6436839994858,sacrifice
20210618,m3-197,m3-09,f3-48,down_selected,5.69113577073893,sacrifice
20210618,m3-196,m3-09,f3-48,down_selected,9.6093687271029,sacrifice
20210618,m3-195,m3-09,f3-48,down_selected,5.63726598648357,sacrifice
20210618,m3-194,m3-23,f3-01,up_selected,9.68028474936405,sacrifice
20210618,m3-193,m3-23,f3-01,up_selected,9.93275926231408,move to up
20210618,m3-192,m3-23,f3-01,up_selected,9.61012055658532,sacrifice
20210618,m3-191,m3-23,f3-01,up_selected,20.0988006068473,move to up
20210618,m3-190,m3-62,f3-79,up_selected,5.14150823759504,sacrifice
20210618,m3-189,m3-62,f3-79,up_selected,11.3208078580994,move to up
20210618,m3-188,m3-62,f3-79,up_selected,8.43763576496474,sacrifice
20210618,m3-187,m3-62,f3-79,up_selected,6.39090082114475,sacrifice
20210617,m3-186,m3-62,f3-79,up_selected,9.15028184178489,sacrifice
20210617,m3-185,m3-84,f3-60,down_selected,8.16960470419199,sacrifice
