date,fish_id,car_perc,sire,dam,date_of_birth,selection
20211115,m2-428,4.39831811851826,m2-293,f2-123,2021-09-09,down_selected
20211115,m2-435,2.34900304814129,m2-335,f2-114,2021-09-09,down_selected
20211116,m2-437,2.11695498669993,m2-421,f2-110,2021-09-10,down_selected
20211116,m2-438,2.74855129526629,m2-421,f2-110,2021-09-10,down_selected
20211117,m2-454,3.24946607506618,m2-390,f2-88,2021-09-13,down_selected
20211117,m2-455,3.56981354834149,m2-390,f2-88,2021-09-13,down_selected
20211129,m2-478,0.976213193007823,m2-336,f2-135,2021-09-13,down_selected
20211129,m2-479,1.14197620638847,m2-336,f2-135,2021-09-13,down_selected
20211130,m2-501,3.49406672322172,m2-237,f2-130,2021-09-15,down_selected
20211130,m2-502,2.8755881054919,m2-237,f2-130,2021-09-15,down_selected
20211203,m2-526,3.42783898894143,m2-405,f2-142,2021-09-17,down_selected
20211203,m2-529,4.57875872521143,m2-420,f2-126,2021-09-20,down_selected
20211207,m2-551,4.33636854144195,m2-278,f2-84,2021-09-20,down_selected
20211208,m2-565,3.27909193592392,m2-391,f2-87,2021-09-23,down_selected
20211213,m2-605,2.59046543919038,m2-393,f2-95,2021-09-20,down_selected
20211222,m2-654,3.95060860368002,m2-304,f2-107,2021-10-04,down_selected
20211222,m2-658,4.1061124096973,m2-304,f2-107,2021-10-04,down_selected
20220107,m2-672,3.51304694602257,m2-421,f2-110,,down_selected
20220107,m2-689,3.24108721747125,m2-419,f2-155,,down_selected
20220110,m2-713,3.20512428441481,m2-390,f2-88,,down_selected
20220111,m2-726,1.68891727696012,m2-336,f2-135,,down_selected
20220111,m2-728,4.38060377884573,m2-343,f2-147,,down_selected
20220112,m2-710,3.43937516123421,m2-279,f2-99,,down_selected
20220112,m2-734,4.29089439372035,m2-184,f2-159,,down_selected
20220112,m2-743,2.27941405516855,m2-237,f2-130,,down_selected
20220114,m2-751,4.28403086900016,m2-278,f2-84,,down_selected
20220114,m2-754,3.92116081847388,m2-107,f2-102,,down_selected
20220114,m2-757,2.80647395030103,m2-393,f2-95,,down_selected
20220114,m2-759,2.78869743461568,m2-393,f2-95,,down_selected
20220118,m2-762,4.08338707497113,m2-342,f2-131,,down_selected
