date,fish_id,car_perc,sire,dam,date_of_birth,selection
20220121,m3-398,14.0576274146476,m3-191,f3-142,2021-11-10,up_selected
20220121,m3-400,18.1674872236585,m3-191,f3-142,2021-11-12,up_selected
20220203,m3-427,15.5596285403625,m3-307,f3-89,2021-11-12,up_selected
20220208,m3-460,13.5710340648055,m3-333,f3-93,2021-11-17,up_selected
20220209,m3-466,12.2814178398371,m3-175,f3-130,2021-11-16,up_selected
20220228,m3-481,12.1313120252224,m3-193,f3-122,2021-11-17,up_selected
20220309,m3-511,12.4096449210014,m3-355,f3-126,2021-11-22,up_selected
20220309,m3-514,11.842601839803,m3-355,f3-126,2021-11-22,up_selected
20220310,m3-528,12.0154202016216,m3-144,f3-137,2021-11-22,up_selected
20220310,m3-530,12.4910931501622,m3-144,f3-137,2021-11-22,up_selected
20220314,m3-549,20.4934075824089,m3-130,f3-113,2021-11-23,up_selected
20220314,m3-551,11.9603427303813,m3-130,f3-113,2021-11-23,up_selected
20220314,m3-559,12.7237525848502,m3-306,f3-109,2021-11-25,up_selected
20220317,m3-566,11.9821734116773,m3-374,f3-97,2021-11-25,up_selected
20220317,m3-574,21.5862359637543,m3-324,f3-101,2021-11-25,up_selected
20220317,m3-576,14.8578070989493,m3-237,f3-150,2021-11-24,up_selected
20220318,m3-591,12.0474786486504,m3-354,f3-133,,up_selected
20220318,m3-594,11.9572702703926,m3-354,f3-133,,up_selected
20220318,m3-596,21.2533518176772,m3-177,f3-146,,up_selected
20220318,m3-597,19.2824613852449,m3-177,f3-146,,up_selected
20220318,m3-598,24.5194920016209,m3-177,f3-146,,up_selected
20220321,m3-607,19.1808294865822,m3-246,f3-154,,up_selected
20220321,m3-611,14.4493533784234,m3-305,f3-105,,up_selected
20220321,m3-614,13.1788599014676,m3-305,f3-105,,up_selected
20220329,m3-654,13.8220110028979,m3-191,f3-142,,up_selected
20220329,m3-659,13.6180960409237,m3-393,f3-82,,up_selected
20220329,m3-660,13.9691085182396,m3-393,f3-82,,up_selected
20220404,m3-724,19.2615396129728,m3-104,f3-86,,up_selected
20220404,m3-731,16.9338289437482,m3-307,f3-89,,up_selected
20220404,m3-733,14.7815393682075,m3-307,f3-89,,up_selected
