date,fish_id,sire,dam,selection,car_perc,decisions
20220906,m2-1079,m2-689,f2-231,down_selected,6.37462275903682,sacrifice
20220906,m2-1078,m2-689,f2-231,down_selected,6.88909116601818,sacrifice
20220906,m2-1077,m2-689,f2-231,down_selected,5.13199883940469,sample for sequencing
20220906,m2-1076,m2-689,f2-231,down_selected,6.13205473611207,sample for sequencing
20220831,m2-1075,m2-435,f2-190,down_selected,3.92404733862992,sacrifice
20220831,m2-1074,m2-435,f2-190,down_selected,6.69368319755943,sacrifice
20220831,m2-1073,m2-435,f2-190,down_selected,1.5788144285053,stock breeder
20220831,m2-1072,m2-435,f2-190,down_selected,4.78291672229025,sacrifice
20220831,m2-1071,m2-435,f2-190,down_selected,3.93646858799042,sacrifice
20220831,m2-1070,m2-435,f2-190,down_selected,2.16416315055712,sacrifice
20220830,m2-1069,m2-651,f2-214,up_selected,13.1305002968259,stock breeder
20220830,m2-1068,m2-651,f2-214,up_selected,8.1980669940867,sacrifice
20220830,m2-1067,m2-651,f2-214,up_selected,6.05260620331054,sacrifice
20220830,m2-1066,m2-651,f2-214,up_selected,6.61051569460388,sacrifice
20220830,m2-1065,m2-651,f2-214,up_selected,9.82647318793836,stock breeder
20220830,m2-1064,m2-651,f2-214,up_selected,6.34786052029636,sacrifice
20220830,m2-1063,m2-431,f2-188,up_selected,13.7061055755786,sample for sequencing
20220830,m2-1062,m2-431,f2-188,up_selected,11.0833522194242,stock breeder
20220829,m2-1061,m2-717,f2-180,up_selected,14.6780314649209,sample for sequencing
20220829,m2-1060,m2-717,f2-180,up_selected,9.63295108094935,sacrifice
20220829,m2-1059,m2-717,f2-180,up_selected,12.586748786778,stock breeder
20220829,m2-1058,m2-717,f2-180,up_selected,14.3340202555328,stock breeder
20220829,m2-1057,m2-717,f2-180,up_selected,23.343137643751,sample for sequencing
20220829,m2-1056,m2-544,f2-170,up_selected,16.0945737914682,stock breeder
20220829,m2-1055,m2-544,f2-170,up_selected,17.5194176859625,stock breeder
20220829,m2-1054,m2-544,f2-170,up_selected,14.1432911826823,sacrifice
20220829,m2-1053,m2-544,f2-170,up_selected,19.5844710547937,stock breeder
20220829,m2-1052,m2-544,f2-170,up_selected,19.9173128407142,sample for sequencing
20220829,m2-1051,m2-544,f2-170,up_selected,11.3996824781721,sacrifice
20220829,m2-1050,m2-754,f2-175,down_selected,7.28276646766775,sacrifice
20220829,m2-1049,m2-754,f2-175,down_selected,5.796886204654,sample for sequencing
20220829,m2-1048,m2-754,f2-175,down_selected,5.366219682552,sample for sequencing
20220829,m2-1047,m2-654,f2-187,down_selected,8.30849698204187,sacrifice
20220829,m2-1046,m2-654,f2-187,down_selected,5.38536351770637,sample for sequencing
20220829,m2-1045,m2-654,f2-187,down_selected,7.64849748312419,sample for sequencing
20220829,m2-1044,m2-431,f2-189,up_selected,9.93996478380498,sample for sequencing
20220825,m2-1043,m2-767,f2-213,up_selected,15.1923763778931,sample for sequencing
20220825,m2-1042,m2-767,f2-213,up_selected,5.20834642824346,sacrifice
20220825,m2-1041,m2-549,f2-217,up_selected,7.80560300612061,sacrifice
