date,fish_id,car_perc,decisions
20211013,m1-704,13.89,sacrifice
20211108,m1-835,5.23,sacrifice
20211108,m1-836,5.54,sacrifice
20211108,m1-837,7.61,sacrifice
20211108,m1-838,7.06,sacrifice
20211108,m1-839,10.12,sacrifice
20211108,m1-840,8.71,sacrifice
20211108,m1-841,11.25,sacrifice
20211108,m1-842,16.6,move to up
