date,fish_id,car_perc,sire,dam,date_of_birth,selection
20201221,m1-124,4.63289594918829,m1-58,f1-12,2020-10-20,down_selected
20201224,m1-165,4.18483209065331,m1-66,f1-59,2020-10-22,down_selected
20201231,m1-175,4.79357495911118,m1-94,f1-51,2020-10-27,down_selected
20210106,m1-193,4.73926343080892,m1-33,f1-75,2020-10-27,down_selected
20210106,m1-194,4.39884649285054,m1-33,f1-75,2020-10-27,down_selected
20210112,m1-213,4.23967394686412,m1-32,f1-31,2020-10-29,down_selected
20210112,m1-214,2.97190969800129,m1-32,f1-31,2020-10-29,down_selected
20210112,m1-217,4.16528543048696,m1-32,f1-31,2020-10-29,down_selected
20210120,m1-260,4.10201340766292,m1-13,f1-23,2020-11-02,down_selected
20210120,m1-261,3.92721014179381,m1-13,f1-23,2020-11-02,down_selected
20210121,m1-265,4.53154029498823,m1-17,f1-28,2020-11-02,down_selected
20210208,m1-279,4.72055210162272,m1-71,f1-52,2020-11-02,down_selected
20210212,m1-298,4.64352539869834,m1-38,f1-80,2020-11-02,down_selected
20210212,m1-299,3.95649365292119,m1-30,f1-71,2020-11-04,down_selected
20210217,m1-316,3.8124630855056,m1-36,f1-40,2020-11-04,down_selected
20210224,m1-353,3.89768534100565,m1-09,f1-15,2020-11-09,down_selected
20210224,m1-354,2.9983361175918,m1-09,f1-15,2020-11-09,down_selected
20210224,m1-355,4.19132322673836,m1-09,f1-15,2020-11-09,down_selected
20210302,m1-362,4.34856687437816,m1-60,f1-16,2020-11-11,down_selected
20210302,m1-364,3.64259650089992,m1-60,f1-16,2020-11-11,down_selected
20210303,m1-365,3.69547452363686,m1-60,f1-16,2020-11-11,down_selected
20210303,m1-375,3.21563187201808,m1-28,f1-68,2020-11-16,down_selected
20210303,m1-376,3.01074724057427,m1-28,f1-68,2020-11-16,down_selected
20210303,m1-378,2.55192798256321,m1-28,f1-68,2020-11-16,down_selected
20210309,m1-411,4.71315226986413,m1-34,f1-35,2020-11-16,down_selected
20210310,m1-429,4.66580311106483,m1-66,f1-59,2020-11-18,down_selected
20210310,m1-433,2.6950863353667,m1-66,f1-59,2020-11-18,down_selected
20210310,m1-436,4.78308606674396,m1-69,f1-60,2020-11-18,down_selected
20210315,m1-445,2.21115545429866,m1-94,f1-51,2020-11-25,down_selected
20210315,m1-447,4.24626407020548,m1-94,f1-51,2020-11-25,down_selected
