date,fish_id,car_perc,sire,dam,date_of_birth,selection
20220201,m3-415,3.4514819624337,m3-154,f3-159,2021-11-12,down_selected
20220201,m3-418,3.49564682737623,m3-154,f3-159,2021-11-12,down_selected
20220307,m3-491,3.35926758444231,m3-361,f3-128,2021-11-18,down_selected
20220307,m3-495,2.2642805608498,m3-153,f3-156,2021-11-18,down_selected
20220308,m3-505,3.01249905944861,m3-161,f3-123,2021-11-22,down_selected
20220309,m3-516,2.6162338432338,m3-107,f3-131,2021-11-22,down_selected
20220309,m3-518,3.42572311585083,m3-297,f3-118,2021-11-22,down_selected
20220309,m3-519,3.0508283259726,m3-297,f3-118,2021-11-22,down_selected
20220309,m3-521,3.23195427367687,m3-263,f3-120,2021-11-22,down_selected
20220311,m3-540,2.84474464579,m3-153,f3-155,2021-11-22,down_selected
20220314,m3-543,2.1592298485438,m3-153,f3-155,2021-11-22,down_selected
20220321,m3-603,3.47754387063865,m3-263,f3-119,,down_selected
20220321,m3-604,3.29521455319805,m3-263,f3-119,,down_selected
20220321,m3-622,3.28910299846295,m3-241,f3-139,,down_selected
20220321,m3-629,3.278104107696,m3-290,f3-83,,down_selected
20220321,m3-633,2.84672500389005,m3-290,f3-83,,down_selected
20220321,m3-636,3.53257466794451,m3-233,f3-96,,down_selected
20220401,m3-674,2.87135042909705,m3-202,f3-106,,down_selected
20220401,m3-678,3.25405390453547,m3-329,f3-88,,down_selected
20220401,m3-679,2.12153120006675,m3-329,f3-88,,down_selected
20220401,m3-680,2.71654336846441,m3-329,f3-88,,down_selected
20220401,m3-682,3.42382934790666,m3-205,f3-132,,down_selected
20220401,m3-686,3.46380446243084,m3-154,f3-159,,down_selected
20220401,m3-695,2.95822612776959,m3-239,f3-148,,down_selected
20220401,m3-696,3.21981345709279,m3-239,f3-148,,down_selected
20220401,m3-699,3.05678007906226,m3-204,f3-95,,down_selected
20220401,m3-701,2.8580504497079,m3-204,f3-95,,down_selected
20220401,m3-703,3.31622816002107,m3-202,f3-107,,down_selected
20220401,m3-705,2.5461839313161,m3-202,f3-107,,down_selected
20220404,m3-730,2.77843044138446,m3-199,f3-87,,down_selected
